Lokacija,Datum,TackaRose9am,univerzalnoVremeZa9am,TackaRose3pm,univerzalnoVremeZa3pm
YPTN,2016-10-10,20.00,2016-10-09 23:30:00+00:00,9.00,2016-10-10 05:30:00+00:00
YPTN,2016-10-11,21.00,2016-10-10 23:30:00+00:00,13.00,2016-10-11 05:30:00+00:00
YPTN,2016-10-12,7.00,2016-10-11 23:30:00+00:00,7.00,2016-10-12 05:30:00+00:00
YPTN,2016-10-13,2.00,2016-10-12 23:30:00+00:00,2.00,2016-10-13 05:30:00+00:00
YPTN,2016-10-14,3.00,2016-10-13 23:30:00+00:00,-3.00,2016-10-14 05:30:00+00:00
YPTN,2016-10-15,8.00,2016-10-14 23:30:00+00:00,-1.00,2016-10-15 05:30:00+00:00
YPTN,2016-10-16,19.00,2016-10-15 23:30:00+00:00,14.00,2016-10-16 05:30:00+00:00
YPTN,2016-10-17,20.00,2016-10-16 23:30:00+00:00,14.00,2016-10-17 05:30:00+00:00
YPTN,2016-10-18,21.00,2016-10-17 23:30:00+00:00,15.00,2016-10-18 05:30:00+00:00
YPTN,2016-10-19,21.00,2016-10-18 23:30:00+00:00,13.00,2016-10-19 05:30:00+00:00
YPTN,2016-10-20,19.00,2016-10-19 23:30:00+00:00,15.00,2016-10-20 05:30:00+00:00
YPTN,2016-10-21,21.00,2016-10-20 23:30:00+00:00,15.00,2016-10-21 05:30:00+00:00
YPTN,2016-10-22,16.00,2016-10-21 23:30:00+00:00,19.00,2016-10-22 05:30:00+00:00
YPTN,2016-10-23,16.00,2016-10-22 23:30:00+00:00,14.00,2016-10-23 05:30:00+00:00
YPTN,2016-10-24,7.00,2016-10-23 23:30:00+00:00,9.00,2016-10-24 05:30:00+00:00
YPTN,2016-10-25,16.00,2016-10-24 23:30:00+00:00,11.00,2016-10-25 05:30:00+00:00
YPTN,2016-10-26,20.00,2016-10-25 23:30:00+00:00,15.00,2016-10-26 05:30:00+00:00
YPTN,2016-10-27,21.00,2016-10-26 23:30:00+00:00,13.00,2016-10-27 05:30:00+00:00
YPTN,2016-10-28,21.00,2016-10-27 23:30:00+00:00,14.00,2016-10-28 05:30:00+00:00
YPTN,2016-10-29,21.00,2016-10-28 23:30:00+00:00,13.00,2016-10-29 05:30:00+00:00
YPTN,2016-10-30,21.00,2016-10-29 23:30:00+00:00,15.00,2016-10-30 05:30:00+00:00
YPTN,2016-10-31,22.00,2016-10-30 23:30:00+00:00,17.00,2016-10-31 05:30:00+00:00
YPTN,2016-11-01,20.00,2016-10-31 23:30:00+00:00,19.00,2016-11-01 05:30:00+00:00
YPTN,2016-11-02,16.00,2016-11-01 23:30:00+00:00,15.00,2016-11-02 05:30:00+00:00
YPTN,2016-11-03,21.00,2016-11-02 23:30:00+00:00,9.00,2016-11-03 05:30:00+00:00
YPTN,2016-11-04,22.00,2016-11-03 23:30:00+00:00,13.00,2016-11-04 05:30:00+00:00
YPTN,2016-11-05,22.00,2016-11-04 23:30:00+00:00,13.00,2016-11-05 05:30:00+00:00
YPTN,2016-11-06,20.00,2016-11-05 23:30:00+00:00,13.00,2016-11-06 05:30:00+00:00
YPTN,2016-11-07,23.00,2016-11-06 23:30:00+00:00,10.00,2016-11-07 05:30:00+00:00
YPTN,2016-11-08,23.00,2016-11-07 23:30:00+00:00,17.00,2016-11-08 05:30:00+00:00
YPTN,2016-11-09,23.00,2016-11-08 23:30:00+00:00,17.00,2016-11-09 05:30:00+00:00
YPTN,2016-11-10,23.00,2016-11-09 23:30:00+00:00,16.00,2016-11-10 05:30:00+00:00
YPTN,2016-11-11,22.00,2016-11-10 23:30:00+00:00,16.00,2016-11-11 05:30:00+00:00
YPTN,2016-11-12,22.00,2016-11-11 23:30:00+00:00,14.00,2016-11-12 05:30:00+00:00
YPTN,2016-11-13,21.00,2016-11-12 23:30:00+00:00,16.00,2016-11-13 05:30:00+00:00
YPTN,2016-11-14,21.00,2016-11-13 23:30:00+00:00,21.00,2016-11-14 05:30:00+00:00
YPTN,2016-11-15,20.00,2016-11-14 23:30:00+00:00,10.00,2016-11-15 05:30:00+00:00
YPTN,2016-11-16,9.00,2016-11-15 23:30:00+00:00,1.00,2016-11-16 05:30:00+00:00
YPTN,2016-11-17,21.00,2016-11-16 23:30:00+00:00,9.00,2016-11-17 05:30:00+00:00
YPTN,2016-11-18,21.00,2016-11-17 23:30:00+00:00,10.00,2016-11-18 05:30:00+00:00
YPTN,2016-11-19,21.00,2016-11-18 23:30:00+00:00,13.00,2016-11-19 05:30:00+00:00
YPTN,2016-11-20,20.00,2016-11-19 23:30:00+00:00,16.00,2016-11-20 05:30:00+00:00
YPTN,2016-11-21,22.00,2016-11-20 23:30:00+00:00,18.00,2016-11-21 05:30:00+00:00
YPTN,2016-11-22,21.00,2016-11-21 23:30:00+00:00,21.00,2016-11-22 05:30:00+00:00
YPTN,2016-11-23,20.00,2016-11-22 23:30:00+00:00,19.00,2016-11-23 05:30:00+00:00
YPTN,2016-11-24,22.00,2016-11-23 23:30:00+00:00,16.00,2016-11-24 05:30:00+00:00
YPTN,2016-11-25,23.00,2016-11-24 23:30:00+00:00,22.00,2016-11-25 05:30:00+00:00
YPTN,2016-11-26,22.00,2016-11-25 23:30:00+00:00,19.00,2016-11-26 05:30:00+00:00
YPTN,2016-11-27,22.00,2016-11-26 23:30:00+00:00,18.00,2016-11-27 05:30:00+00:00
YPTN,2016-11-28,22.00,2016-11-27 23:30:00+00:00,18.00,2016-11-28 05:30:00+00:00
YPTN,2016-11-29,21.00,2016-11-28 23:30:00+00:00,18.00,2016-11-29 05:30:00+00:00
YPTN,2016-11-30,23.00,2016-11-29 23:30:00+00:00,16.00,2016-11-30 05:30:00+00:00
YPTN,2016-12-01,21.00,2016-11-30 23:30:00+00:00,18.00,2016-12-01 05:30:00+00:00
YPTN,2016-12-02,17.00,2016-12-01 23:30:00+00:00,17.00,2016-12-02 05:30:00+00:00
YPTN,2016-12-03,22.00,2016-12-02 23:30:00+00:00,16.00,2016-12-03 05:30:00+00:00
YPTN,2016-12-04,21.00,2016-12-03 23:30:00+00:00,14.00,2016-12-04 05:30:00+00:00
YPTN,2016-12-05,20.00,2016-12-04 23:30:00+00:00,16.00,2016-12-05 05:30:00+00:00
YPTN,2016-12-06,22.00,2016-12-05 23:30:00+00:00,17.00,2016-12-06 05:30:00+00:00
YPTN,2016-12-07,24.00,2016-12-06 23:30:00+00:00,14.00,2016-12-07 05:30:00+00:00
YPTN,2016-12-08,23.00,2016-12-07 23:30:00+00:00,16.00,2016-12-08 05:30:00+00:00
YPTN,2016-12-09,23.00,2016-12-08 23:30:00+00:00,15.00,2016-12-09 05:30:00+00:00
YPTN,2016-12-10,21.00,2016-12-09 23:30:00+00:00,16.00,2016-12-10 05:30:00+00:00
YPTN,2016-12-11,20.00,2016-12-10 23:30:00+00:00,17.00,2016-12-11 05:30:00+00:00
YPTN,2016-12-12,23.00,2016-12-11 23:30:00+00:00,17.00,2016-12-12 05:30:00+00:00
YPTN,2016-12-13,22.00,2016-12-12 23:30:00+00:00,18.00,2016-12-13 05:30:00+00:00
YPTN,2016-12-14,23.00,2016-12-13 23:30:00+00:00,19.00,2016-12-14 05:30:00+00:00
YPTN,2016-12-15,21.00,2016-12-14 23:30:00+00:00,19.00,2016-12-15 05:30:00+00:00
YPTN,2016-12-16,23.00,2016-12-15 23:30:00+00:00,23.00,2016-12-16 05:30:00+00:00
YPTN,2016-12-17,24.00,2016-12-16 23:30:00+00:00,23.00,2016-12-17 05:30:00+00:00
YPTN,2016-12-18,22.00,2016-12-17 23:30:00+00:00,23.00,2016-12-18 05:30:00+00:00
YPTN,2016-12-19,23.00,2016-12-18 23:30:00+00:00,21.00,2016-12-19 05:30:00+00:00
YPTN,2016-12-20,23.00,2016-12-19 23:30:00+00:00,23.00,2016-12-20 05:30:00+00:00
YPTN,2016-12-21,23.00,2016-12-20 23:30:00+00:00,22.00,2016-12-21 05:30:00+00:00
YPTN,2016-12-22,23.00,2016-12-21 23:30:00+00:00,23.00,2016-12-22 05:30:00+00:00
YPTN,2016-12-23,23.00,2016-12-22 23:30:00+00:00,20.00,2016-12-23 05:30:00+00:00
YPTN,2016-12-24,23.00,2016-12-23 23:30:00+00:00,20.00,2016-12-24 05:30:00+00:00
YPTN,2016-12-25,24.00,2016-12-24 23:30:00+00:00,21.00,2016-12-25 05:30:00+00:00
YPTN,2016-12-26,24.00,2016-12-25 23:30:00+00:00,22.00,2016-12-26 05:30:00+00:00
YPTN,2016-12-27,24.00,2016-12-26 23:30:00+00:00,23.00,2016-12-27 05:30:00+00:00
YPTN,2016-12-28,23.00,2016-12-27 23:30:00+00:00,23.00,2016-12-28 05:30:00+00:00
YPTN,2016-12-29,24.00,2016-12-28 23:30:00+00:00,20.00,2016-12-29 05:30:00+00:00
YPTN,2016-12-30,23.00,2016-12-29 23:30:00+00:00,23.00,2016-12-30 05:30:00+00:00
YPTN,2016-12-31,22.00,2016-12-30 23:30:00+00:00,23.00,2016-12-31 05:30:00+00:00
YPTN,2017-01-01,22.00,2016-12-31 23:30:00+00:00,24.00,2017-01-01 05:31:00+00:00
YPTN,2017-01-02,24.00,2017-01-01 23:30:00+00:00,24.00,2017-01-02 05:30:00+00:00
YPTN,2017-01-03,23.00,2017-01-02 23:30:00+00:00,23.00,2017-01-03 05:30:00+00:00
YPTN,2017-01-04,24.00,2017-01-03 23:30:00+00:00,23.00,2017-01-04 05:30:00+00:00
YPTN,2017-01-05,23.00,2017-01-04 23:30:00+00:00,23.00,2017-01-05 05:30:00+00:00
YPTN,2017-01-06,24.00,2017-01-05 23:30:00+00:00,22.00,2017-01-06 05:30:00+00:00
YPTN,2017-01-07,24.00,2017-01-06 23:30:00+00:00,23.00,2017-01-07 05:30:00+00:00
YPTN,2017-01-08,25.00,2017-01-07 23:30:00+00:00,24.00,2017-01-08 05:38:00+00:00
YPTN,2017-01-09,25.00,2017-01-08 23:30:00+00:00,24.00,2017-01-09 05:30:00+00:00
YPTN,2017-01-10,25.00,2017-01-09 23:30:00+00:00,25.00,2017-01-10 05:30:00+00:00
YPTN,2017-01-11,24.00,2017-01-10 23:30:00+00:00,22.00,2017-01-11 05:30:00+00:00
YPTN,2017-01-12,24.00,2017-01-11 23:30:00+00:00,21.00,2017-01-12 05:30:00+00:00
YPTN,2017-01-13,24.00,2017-01-12 23:30:00+00:00,24.00,2017-01-13 05:30:00+00:00
YPTN,2017-01-14,23.00,2017-01-13 23:30:00+00:00,20.00,2017-01-14 05:30:00+00:00
YPTN,2017-01-15,24.00,2017-01-14 23:30:00+00:00,22.00,2017-01-15 05:30:00+00:00
YPTN,2017-01-16,24.00,2017-01-15 23:30:00+00:00,24.00,2017-01-16 05:30:00+00:00
YPTN,2017-01-17,23.00,2017-01-16 23:30:00+00:00,22.00,2017-01-17 05:30:00+00:00
YPTN,2017-01-18,24.00,2017-01-17 23:30:00+00:00,24.00,2017-01-18 05:30:00+00:00
YPTN,2017-01-19,23.00,2017-01-18 23:30:00+00:00,22.00,2017-01-19 05:30:00+00:00
YPTN,2017-01-20,23.00,2017-01-19 23:30:00+00:00,23.00,2017-01-20 05:30:00+00:00
YPTN,2017-01-21,24.00,2017-01-20 23:30:00+00:00,23.00,2017-01-21 05:30:00+00:00
YPTN,2017-01-22,25.00,2017-01-21 23:30:00+00:00,24.00,2017-01-22 05:30:00+00:00
YPTN,2017-01-23,24.00,2017-01-22 23:30:00+00:00,24.00,2017-01-23 05:30:00+00:00
YPTN,2017-01-24,23.00,2017-01-23 23:30:00+00:00,23.00,2017-01-24 05:30:00+00:00
YPTN,2017-01-25,23.00,2017-01-24 23:30:00+00:00,23.00,2017-01-25 05:30:00+00:00
YPTN,2017-01-26,23.00,2017-01-25 23:30:00+00:00,22.00,2017-01-26 05:30:00+00:00
YPTN,2017-01-27,23.00,2017-01-26 23:30:00+00:00,24.00,2017-01-27 05:30:00+00:00
YPTN,2017-01-28,24.00,2017-01-27 23:30:00+00:00,23.00,2017-01-28 05:30:00+00:00
YPTN,2017-01-29,24.00,2017-01-28 23:30:00+00:00,21.00,2017-01-29 05:30:00+00:00
YPTN,2017-01-30,24.00,2017-01-29 23:30:00+00:00,23.00,2017-01-30 05:30:00+00:00
YPTN,2017-01-31,23.00,2017-01-30 23:30:00+00:00,21.00,2017-01-31 05:30:00+00:00
YPTN,2017-02-01,23.00,2017-01-31 23:30:00+00:00,21.00,2017-02-01 05:30:00+00:00
YPTN,2017-02-02,23.00,2017-02-01 23:30:00+00:00,22.00,2017-02-02 05:30:00+00:00
YPTN,2017-02-03,24.00,2017-02-02 23:30:00+00:00,24.00,2017-02-03 05:30:00+00:00
YPTN,2017-02-04,24.00,2017-02-03 23:30:00+00:00,26.00,2017-02-04 05:37:00+00:00
YPTN,2017-02-05,24.00,2017-02-04 23:30:00+00:00,25.00,2017-02-05 05:30:00+00:00
YPTN,2017-02-06,24.00,2017-02-05 23:30:00+00:00,24.00,2017-02-06 05:30:00+00:00
YPTN,2017-02-07,24.00,2017-02-06 23:30:00+00:00,23.00,2017-02-07 05:30:00+00:00
YPTN,2017-02-08,23.00,2017-02-07 23:30:00+00:00,22.00,2017-02-08 05:30:00+00:00
YPTN,2017-02-09,24.00,2017-02-08 23:30:00+00:00,24.00,2017-02-09 05:30:00+00:00
YPTN,2017-02-10,23.00,2017-02-09 23:30:00+00:00,25.00,2017-02-10 05:30:00+00:00
YPTN,2017-02-11,23.00,2017-02-10 23:30:00+00:00,23.00,2017-02-11 05:30:00+00:00
YPTN,2017-02-12,23.00,2017-02-11 23:30:00+00:00,23.00,2017-02-12 05:30:00+00:00
YPTN,2017-02-13,24.00,2017-02-12 23:30:00+00:00,25.00,2017-02-13 05:30:00+00:00
YPTN,2017-02-14,23.00,2017-02-13 23:30:00+00:00,21.00,2017-02-14 05:30:00+00:00
YPTN,2017-02-15,23.00,2017-02-14 23:30:00+00:00,24.00,2017-02-15 05:30:00+00:00
YPTN,2017-02-16,23.00,2017-02-15 23:30:00+00:00,23.00,2017-02-16 05:30:00+00:00
YPTN,2017-02-17,24.00,2017-02-16 23:30:00+00:00,23.00,2017-02-17 05:30:00+00:00
YPTN,2017-02-18,23.00,2017-02-17 23:30:00+00:00,24.00,2017-02-18 05:30:00+00:00
YPTN,2017-02-19,23.00,2017-02-18 23:30:00+00:00,22.00,2017-02-19 05:30:00+00:00
YPTN,2017-02-20,21.00,2017-02-19 23:30:00+00:00,15.00,2017-02-20 05:30:00+00:00
YPTN,2017-02-21,20.00,2017-02-20 23:30:00+00:00,14.00,2017-02-21 05:30:00+00:00
YPTN,2017-02-22,20.00,2017-02-21 23:30:00+00:00,16.00,2017-02-22 05:30:00+00:00
YPTN,2017-02-23,21.00,2017-02-22 23:30:00+00:00,17.00,2017-02-23 05:30:00+00:00
YPTN,2017-02-24,22.00,2017-02-23 23:30:00+00:00,24.00,2017-02-24 05:30:00+00:00
YPTN,2017-02-25,24.00,2017-02-24 23:30:00+00:00,22.00,2017-02-25 05:30:00+00:00
YPTN,2017-02-26,23.00,2017-02-25 23:30:00+00:00,23.00,2017-02-26 05:30:00+00:00
YPTN,2017-02-27,23.00,2017-02-26 23:30:00+00:00,19.00,2017-02-27 05:30:00+00:00
YPTN,2017-02-28,22.00,2017-02-27 23:30:00+00:00,20.00,2017-02-28 05:30:00+00:00
YPTN,2017-03-01,21.00,2017-02-28 23:30:00+00:00,19.00,2017-03-01 05:30:00+00:00
YPTN,2017-03-02,20.00,2017-03-01 23:30:00+00:00,19.00,2017-03-02 05:30:00+00:00
YPTN,2017-03-03,23.00,2017-03-02 23:30:00+00:00,17.00,2017-03-03 05:30:00+00:00
YPTN,2017-03-04,23.00,2017-03-03 23:30:00+00:00,21.00,2017-03-04 05:30:00+00:00
YPTN,2017-03-05,23.00,2017-03-04 23:30:00+00:00,22.00,2017-03-05 05:30:00+00:00
YPTN,2017-03-06,23.00,2017-03-05 23:30:00+00:00,23.00,2017-03-06 05:30:00+00:00
YPTN,2017-03-07,24.00,2017-03-06 23:30:00+00:00,22.00,2017-03-07 05:30:00+00:00
YPTN,2017-03-08,24.00,2017-03-07 23:30:00+00:00,23.00,2017-03-08 05:30:00+00:00
YPTN,2017-03-09,23.00,2017-03-08 23:30:00+00:00,25.00,2017-03-09 05:30:00+00:00
YPTN,2017-03-10,25.00,2017-03-09 23:30:00+00:00,22.00,2017-03-10 05:30:00+00:00
YPTN,2017-03-11,23.00,2017-03-10 23:30:00+00:00,24.00,2017-03-11 05:30:00+00:00
YPTN,2017-03-12,24.00,2017-03-11 23:30:00+00:00,24.00,2017-03-12 05:30:00+00:00
YPTN,2017-03-13,24.00,2017-03-12 23:30:00+00:00,23.00,2017-03-13 05:30:00+00:00
YPTN,2017-03-14,24.00,2017-03-13 23:30:00+00:00,22.00,2017-03-14 05:30:00+00:00
YPTN,2017-03-15,24.00,2017-03-14 23:30:00+00:00,21.00,2017-03-15 05:30:00+00:00
YPTN,2017-03-16,23.00,2017-03-15 23:30:00+00:00,23.00,2017-03-16 05:30:00+00:00
YPTN,2017-03-17,24.00,2017-03-16 23:30:00+00:00,20.00,2017-03-17 05:30:00+00:00
YPTN,2017-03-18,24.00,2017-03-17 23:30:00+00:00,22.00,2017-03-18 05:30:00+00:00
YPTN,2017-03-19,24.00,2017-03-18 23:30:00+00:00,23.00,2017-03-19 05:30:00+00:00
YPTN,2017-03-20,24.00,2017-03-19 23:30:00+00:00,23.00,2017-03-20 05:30:00+00:00
YPTN,2017-03-21,24.00,2017-03-20 23:30:00+00:00,22.00,2017-03-21 05:30:00+00:00
YPTN,2017-03-22,24.00,2017-03-21 23:30:00+00:00,22.00,2017-03-22 05:30:00+00:00
YPTN,2017-03-23,24.00,2017-03-22 23:30:00+00:00,23.00,2017-03-23 05:30:00+00:00
YPTN,2017-03-24,23.00,2017-03-23 23:30:00+00:00,23.00,2017-03-24 05:30:00+00:00
YPTN,2017-03-25,24.00,2017-03-24 23:30:00+00:00,24.00,2017-03-25 05:30:00+00:00
YPTN,2017-03-26,23.00,2017-03-25 23:30:00+00:00,23.00,2017-03-26 05:30:00+00:00
YPTN,2017-03-27,25.00,2017-03-26 23:30:00+00:00,24.00,2017-03-27 05:30:00+00:00
YPTN,2017-03-28,24.00,2017-03-27 23:30:00+00:00,24.00,2017-03-28 05:30:00+00:00
YPTN,2017-03-29,25.00,2017-03-28 23:30:00+00:00,22.00,2017-03-29 05:30:00+00:00
YPTN,2017-03-30,20.00,2017-03-29 23:30:00+00:00,23.00,2017-03-30 05:30:00+00:00
YPTN,2017-03-31,23.00,2017-03-30 23:30:00+00:00,21.00,2017-03-31 05:30:00+00:00
YPTN,2017-04-01,15.00,2017-03-31 23:30:00+00:00,13.00,2017-04-01 05:30:00+00:00
YPTN,2017-04-02,9.00,2017-04-01 23:30:00+00:00,9.00,2017-04-02 05:30:00+00:00
YPTN,2017-04-03,9.00,2017-04-02 23:30:00+00:00,10.00,2017-04-03 05:30:00+00:00
YPTN,2017-04-04,19.00,2017-04-03 23:30:00+00:00,16.00,2017-04-04 05:30:00+00:00
YPTN,2017-04-05,22.00,2017-04-04 23:30:00+00:00,17.00,2017-04-05 05:30:00+00:00
YPTN,2017-04-06,21.00,2017-04-05 23:30:00+00:00,18.00,2017-04-06 05:30:00+00:00
YPTN,2017-04-07,23.00,2017-04-06 23:30:00+00:00,16.00,2017-04-07 05:30:00+00:00
YPTN,2017-04-08,22.00,2017-04-07 23:30:00+00:00,16.00,2017-04-08 05:30:00+00:00
YPTN,2017-04-09,21.00,2017-04-08 23:30:00+00:00,17.00,2017-04-09 05:30:00+00:00
YPTN,2017-04-10,22.00,2017-04-09 23:30:00+00:00,18.00,2017-04-10 05:30:00+00:00
YPTN,2017-04-11,9.00,2017-04-10 23:30:00+00:00,17.00,2017-04-11 05:30:00+00:00
YPTN,2017-04-12,21.00,2017-04-11 23:30:00+00:00,23.00,2017-04-12 05:30:00+00:00
YPTN,2017-04-13,23.00,2017-04-12 23:30:00+00:00,22.00,2017-04-13 05:30:00+00:00
YPTN,2017-04-14,23.00,2017-04-13 23:30:00+00:00,18.00,2017-04-14 05:30:00+00:00
YPTN,2017-04-15,22.00,2017-04-14 23:30:00+00:00,17.00,2017-04-15 05:30:00+00:00
YPTN,2017-04-16,22.00,2017-04-15 23:30:00+00:00,16.00,2017-04-16 05:30:00+00:00
YPTN,2017-04-17,22.00,2017-04-16 23:30:00+00:00,19.00,2017-04-17 05:30:00+00:00
YPTN,2017-04-18,22.00,2017-04-17 23:30:00+00:00,17.00,2017-04-18 05:30:00+00:00
YPTN,2017-04-19,21.00,2017-04-18 23:30:00+00:00,18.00,2017-04-19 05:30:00+00:00
YPTN,2017-04-20,22.00,2017-04-19 23:30:00+00:00,18.00,2017-04-20 05:30:00+00:00
YPTN,2017-04-21,21.00,2017-04-20 23:30:00+00:00,17.00,2017-04-21 05:30:00+00:00
YPTN,2017-04-22,21.00,2017-04-21 23:30:00+00:00,18.00,2017-04-22 05:30:00+00:00
YPTN,2017-04-23,21.00,2017-04-22 23:30:00+00:00,18.00,2017-04-23 05:30:00+00:00
YPTN,2017-04-24,21.00,2017-04-23 23:30:00+00:00,16.00,2017-04-24 05:30:00+00:00
YPTN,2017-04-25,20.00,2017-04-24 23:30:00+00:00,16.00,2017-04-25 05:30:00+00:00
YPTN,2017-04-26,22.00,2017-04-25 23:30:00+00:00,17.00,2017-04-26 05:30:00+00:00
YPTN,2017-04-27,13.00,2017-04-26 23:30:00+00:00,14.00,2017-04-27 05:30:00+00:00
YPTN,2017-04-28,6.00,2017-04-27 23:30:00+00:00,7.00,2017-04-28 05:30:00+00:00
YPTN,2017-04-29,2.00,2017-04-28 23:30:00+00:00,5.00,2017-04-29 05:30:00+00:00
YPTN,2017-04-30,10.00,2017-04-29 23:30:00+00:00,9.00,2017-04-30 05:30:00+00:00
YPTN,2017-05-01,11.00,2017-04-30 23:30:00+00:00,8.00,2017-05-01 05:30:00+00:00
YPTN,2017-05-02,16.00,2017-05-01 23:30:00+00:00,13.00,2017-05-02 05:30:00+00:00
YPTN,2017-05-03,18.00,2017-05-02 23:30:00+00:00,18.00,2017-05-03 05:30:00+00:00
YPTN,2017-05-04,9.00,2017-05-03 23:30:00+00:00,14.00,2017-05-04 05:30:00+00:00
YPTN,2017-05-05,14.00,2017-05-04 23:30:00+00:00,15.00,2017-05-05 05:30:00+00:00
YPTN,2017-05-06,20.00,2017-05-05 23:30:00+00:00,18.00,2017-05-06 05:30:00+00:00
YPTN,2017-05-07,20.00,2017-05-06 23:30:00+00:00,12.00,2017-05-07 05:30:00+00:00
YPTN,2017-05-08,19.00,2017-05-07 23:30:00+00:00,12.00,2017-05-08 05:30:00+00:00
YPTN,2017-05-09,19.00,2017-05-08 23:30:00+00:00,11.00,2017-05-09 05:30:00+00:00
YPTN,2017-05-10,5.00,2017-05-09 23:30:00+00:00,1.00,2017-05-10 05:30:00+00:00
YPTN,2017-05-11,11.00,2017-05-10 23:30:00+00:00,7.00,2017-05-11 05:30:00+00:00
YPTN,2017-05-12,13.00,2017-05-11 23:30:00+00:00,13.00,2017-05-12 05:30:00+00:00
YPTN,2017-05-13,19.00,2017-05-12 23:30:00+00:00,12.00,2017-05-13 05:30:00+00:00
YPTN,2017-05-14,14.00,2017-05-13 23:30:00+00:00,9.00,2017-05-14 05:30:00+00:00
YPTN,2017-05-15,12.00,2017-05-14 23:30:00+00:00,10.00,2017-05-15 05:30:00+00:00
YPTN,2017-05-16,19.00,2017-05-15 23:30:00+00:00,14.00,2017-05-16 05:30:00+00:00
YPTN,2017-05-17,17.00,2017-05-16 23:30:00+00:00,16.00,2017-05-17 05:30:00+00:00
YPTN,2017-05-18,19.00,2017-05-17 23:30:00+00:00,13.00,2017-05-18 05:30:00+00:00
YPTN,2017-05-19,14.00,2017-05-18 23:30:00+00:00,10.00,2017-05-19 05:30:00+00:00
YPTN,2017-05-20,21.00,2017-05-19 23:30:00+00:00,15.00,2017-05-20 05:30:00+00:00
YPTN,2017-05-21,20.00,2017-05-20 23:30:00+00:00,20.00,2017-05-21 05:30:00+00:00
YPTN,2017-05-22,21.00,2017-05-21 23:30:00+00:00,18.00,2017-05-22 05:30:00+00:00
YPTN,2017-05-23,20.00,2017-05-22 23:30:00+00:00,16.00,2017-05-23 05:30:00+00:00
YPTN,2017-05-24,17.00,2017-05-23 23:30:00+00:00,13.00,2017-05-24 05:30:00+00:00
YPTN,2017-05-25,20.00,2017-05-24 23:30:00+00:00,15.00,2017-05-25 05:30:00+00:00
YPTN,2017-05-26,18.00,2017-05-25 23:30:00+00:00,7.00,2017-05-26 05:30:00+00:00
YPTN,2017-05-27,18.00,2017-05-26 23:30:00+00:00,10.00,2017-05-27 05:30:00+00:00
YPTN,2017-05-28,15.00,2017-05-27 23:30:00+00:00,11.00,2017-05-28 05:30:00+00:00
YPTN,2017-05-29,16.00,2017-05-28 23:30:00+00:00,10.00,2017-05-29 05:30:00+00:00
YPTN,2017-05-30,5.00,2017-05-29 23:30:00+00:00,1.00,2017-05-30 05:30:00+00:00
YPTN,2017-05-31,2.00,2017-05-30 23:30:00+00:00,4.00,2017-05-31 05:30:00+00:00
YPTN,2017-06-01,1.00,2017-05-31 23:30:00+00:00,5.00,2017-06-01 05:30:00+00:00
YPTN,2017-06-02,7.00,2017-06-01 23:30:00+00:00,9.00,2017-06-02 05:30:00+00:00
YPTN,2017-06-03,4.00,2017-06-02 23:30:00+00:00,9.00,2017-06-03 05:30:00+00:00
YPTN,2017-06-04,18.00,2017-06-03 23:30:00+00:00,13.00,2017-06-04 05:30:00+00:00
YPTN,2017-06-05,18.00,2017-06-04 23:30:00+00:00,12.00,2017-06-05 05:30:00+00:00
YPTN,2017-06-06,5.00,2017-06-05 23:30:00+00:00,7.00,2017-06-06 05:30:00+00:00
YPTN,2017-06-07,2.00,2017-06-06 23:30:00+00:00,2.00,2017-06-07 05:30:00+00:00
YPTN,2017-06-08,1.00,2017-06-07 23:30:00+00:00,-2.00,2017-06-08 05:30:00+00:00
YPTN,2017-06-09,2.00,2017-06-08 23:30:00+00:00,-2.00,2017-06-09 05:30:00+00:00
YPTN,2017-06-10,1.00,2017-06-09 23:30:00+00:00,1.00,2017-06-10 05:30:00+00:00
YPTN,2017-06-11,4.00,2017-06-10 23:30:00+00:00,2.00,2017-06-11 05:30:00+00:00
YPTN,2017-06-12,4.00,2017-06-11 23:30:00+00:00,1.00,2017-06-12 05:30:00+00:00
YPTN,2017-06-13,1.00,2017-06-12 23:30:00+00:00,0.00,2017-06-13 05:30:00+00:00
YPTN,2017-06-14,8.00,2017-06-13 23:30:00+00:00,8.00,2017-06-14 05:30:00+00:00
YPTN,2017-06-15,9.00,2017-06-14 23:30:00+00:00,7.00,2017-06-15 05:30:00+00:00
YPTN,2017-06-16,9.00,2017-06-15 23:30:00+00:00,9.00,2017-06-16 05:30:00+00:00
YPTN,2017-06-17,10.00,2017-06-16 23:30:00+00:00,14.00,2017-06-17 05:30:00+00:00
YPTN,2017-06-18,11.00,2017-06-17 23:30:00+00:00,10.00,2017-06-18 05:30:00+00:00
YPTN,2017-06-19,11.00,2017-06-18 23:30:00+00:00,10.00,2017-06-19 05:30:00+00:00
YPTN,2017-06-20,16.00,2017-06-19 23:30:00+00:00,14.00,2017-06-20 05:30:00+00:00
YPTN,2017-06-21,16.00,2017-06-20 23:30:00+00:00,11.00,2017-06-21 05:30:00+00:00
YPTN,2017-06-22,9.00,2017-06-21 23:30:00+00:00,9.00,2017-06-22 05:30:00+00:00
YPTN,2017-06-23,17.00,2017-06-22 23:30:00+00:00,14.00,2017-06-23 05:30:00+00:00
YPTN,2017-06-24,17.00,2017-06-23 23:30:00+00:00,11.00,2017-06-24 05:30:00+00:00
